1, Bradley WIGGINS, Sky, in 51:24
2, Christopher FROOME, Sky, at :35
3, Fabian CANCELLARA, RadioShack-Nissan, at :57
4, Tejay VAN GARDEREN, BMC Racing, at 1:06
5, Sylvain CHAVANEL, Omega Pharma-Quick Step, at 1:24
6, Cadel EVANS, BMC Racing, at 1:43
7, Peter VELITS, Omega Pharma-Quick Step, at 1:59
8, Vincenzo NIBALI, Liquigas-Cannondale, at 2:07
9, Denis MENCHOV, Katusha, at 2:08
10, Andreas KLÖDEN, RadioShack-Nissan, at 2:09
11, Maxime MONFORT, RadioShack-Nissan, at 2:15
12, Tony MARTIN, Omega Pharma-Quick Step, at 2:16
13, Haimar ZUBELDIA AGIRRE, RadioShack-Nissan, at 2:20
14, Rui Alberto FARIA DA COSTA, Movistar, at 2:22
15, Janez BRAJKOVIC, Astana, at 2:26
16, Jens VOIGT, RadioShack-Nissan, at 2:44
17, Lieuwe WESTRA, Vacansoleil-DCM, at 2:45
18, Tony GALLOPIN, RadioShack-Nissan, at 2:46
19, Jérémy ROY, FDJ-BigMat, at 2:52
20, Jerome COPPEL, Saur-Sojasun, at 2:54
21, Gustav LARSSON, Vacansoleil-DCM, at 2:55
22, Andriy GRIVKO, Astana, at 2:58
23, Nicolas ROCHE, Ag2r La Mondiale, at 3:08
24, Luis Leon SANCHEZ GIL, Rabobank, at 3:08
25, Sandy CASAR, FDJ-BigMat, at 3:09
26, Jurgen VAN DEN BROECK, Lotto-Belisol, at 3:09
27, Michael ROGERS, Sky, at 3:20
28, Rein TAARAMAE, Cofidis, at 3:29
29, Jean-Christophe PERAUD, Ag2r La Mondiale, at 3:39
30, Alexandr VINOKUROV, Astana, at 3:47
31, Philippe GILBERT, BMC Racing, at 3:47
32, Levi LEIPHEIMER, Omega Pharma-Quick Step, at 3:48
33, Christophe RIBLON, Ag2r La Mondiale, at 3:57
34, Alejandro VALVERDE BELMONTE, Movistar, at 4:01
35, Maxime BOUET, Ag2r La Mondiale, at 4:06
36, David MILLAR, Garmin-Sharp, at 4:14
37, Dominik NERZ, Liquigas-Cannondale, at 4:20
37, Gorka IZAGUIRRE INSAUSTI, Euskaltel-Euskadi, at 4:20
39, Stephen CUMMINGS, BMC Racing, at 4:23
40, Eduard VORGANOV, Katusha, at 4:25
41, Chris Anker SÖRENSEN, Saxo Bank-Tinkoff Bank, at 4:26
42, Laurens TEN DAM, Rabobank, at 4:30
43, Luca PAOLINI, Katusha, at 4:31
44, Frank SCHLECK, RadioShack-Nissan, at 4:32
45, Pierrick FEDRIGO, FDJ-BigMat, at 4:34
46, Patrick GRETSCH, Argos-Shimano, at 4:35
47, Marco MARCATO, Vacansoleil-DCM, at 4:38
48, Fredrik Carl Wilhelm KESSIAKOFF, Astana, at 4:42
49, Vasil KIRYIENKA, Movistar, at 4:44
49, Michael SCHÄR, BMC Racing, at 4:44
51, Daniel MARTIN, Garmin-Sharp, at 4:46
52, Anthony ROUX, FDJ-BigMat, at 4:47
53, David ZABRISKIE, Garmin-Sharp, at 4:50
53, Michele SCARPONI, Lampre-ISD, at 4:50
55, Lars Ytting BAK, Lotto-Belisol, at 4:51
56, Ivan BASSO, Liquigas-Cannondale, at 4:54
57, Steven KRUIJSWIJK, Rabobank, at 5:04
58, Sergio Miguel MOREIRA PAULINHO, Saxo Bank-Tinkoff Bank, at 5:05
59, Thibaut PINOT, FDJ-BigMat, at 5:12
60, Egoi MARTINEZ DE ESTEBAN, Euskaltel-Euskadi, at 5:13
61, Robert GESINK, Rabobank, at 5:15
62, Vladimir GUSEV, Katusha, at 5:16
62, Cyril GAUTIER, Europcar, at 5:16
62, George HINCAPIE, BMC Racing, at 5:16
65, Rafael VALLS FERRI, Vacansoleil-DCM, at 5:21
66, Thomas VOECKLER, Europcar, at 5:22
67, Christopher HORNER, RadioShack-Nissan, at 5:24
68, Michael MORKOV, Saxo Bank-Tinkoff Bank, at 5:30
69, Simon GERRANS, Orica-GreenEdge, at 5:31
69, Juan Jose COBO ACEBO, Movistar, at 5:31
71, Marcus BURGHARDT, BMC Racing, at 5:33
72, Danilo HONDO, Lampre-ISD, at 5:34
72, Pierre ROLLAND, Europcar, at 5:34
74, Dmitriy FOFONOV, Astana, at 5:37
75, Kristijan KOREN, Liquigas-Cannondale, at 5:40
76, Vladimir KARPETS, Movistar, at 5:45
76, Davide MALACARNE, Europcar, at 5:45
78, Cyril LEMOINE, Saur-Sojasun, at 5:46
78, Bert GRABSCH, Omega Pharma-Quick Step, at 5:46
78, Michael ALBASINI, Orica-GreenEdge, at 5:46
81, Jorge AZANZA SOTO, Euskaltel-Euskadi, at 5:48
82, Yaroslav POPOVYCH, RadioShack-Nissan, at 5:49
82, Arthur VICHOT, FDJ-BigMat, at 5:49
84, Jérôme PINEAU, Omega Pharma-Quick Step, at 5:50
85, Andrey KASHECHKIN, Astana, at 5:54
86, Christian KNEES, Sky, at 6:04
87, Stuart O’GRADY, Orica-GreenEdge, at 6:08
88, Brice FEILLU, Saur-Sojasun, at 6:09
89, Christian VANDEVELDE, Garmin-Sharp, at 6:20
90, Martin VELITS, Omega Pharma-Quick Step, at 6:22
91, Sébastien MINARD, Ag2r La Mondiale, at 6:27
92, Pieter WEENING, Orica-GreenEdge, at 6:29
92, Edvald BOASSON HAGEN, Sky, at 6:29
94, Julien SIMON, Saur-Sojasun, at 6:31
95, Richie PORTE, Sky, at 6:33
96, Jurgen ROELANDTS, Lotto-Belisol, at 6:34
97, Jelle VANENDERT, Lotto-Belisol, at 6:36
98, Brett LANCASTER, Orica-GreenEdge, at 6:39
98, David MONCOUTIE, Cofidis, at 6:39
