73, Johnny HOOGERLAND, Vacansoleil-DCM, at 6:28
74, Christophe RIBLON, Ag2r La Mondiale, at 6:29
75, Koen DE KORT, Argos-Shimano, at 6:31
76, Jean-Christophe PERAUD, Ag2r La Mondiale, at 6:38
77, Nicolas ROCHE, Ag2r La Mondiale, at 6:39
78, Chris Anker SÖRENSEN, Saxo Bank-Tinkoff Bank, at 6:41
79, Danilo HONDO, Lampre-ISD, at 6:43
80, Bram TANKINK, Rabobank, at 6:44
81, Giampaolo CARUSO, Katusha, at 6:45
82, Mark CAVENDISH, Sky, at 6:58
83, Greg HENDERSON, Lotto-Belisol, at 7:01
83, Sergio Miguel MOREIRA PAULINHO, Saxo Bank-Tinkoff Bank, at 7:01
85, Nicki SÖRENSEN, Saxo Bank-Tinkoff Bank, at 7:02
85, Brice FEILLU, Saur-Sojasun, at 7:02
85, Juan Jose COBO ACEBO, Movistar, at 7:02
88, Sylvester SZMYD, Liquigas-Cannondale, at 7:12
88, Rui Alberto FARIA DA COSTA, Movistar, at 7:12
90, Davide MALACARNE, Europcar, at 7:14
91, Dmitriy FOFONOV, Astana, at 7:17
92, Matthieu LADAGNOUS, FDJ-BigMat, at 7:27
93, Steven KRUIJSWIJK, Rabobank, at 7:32
94, Francis DE GREEF, Lotto-Belisol, at 7:33
95, Yury TROFIMOV, Katusha, at 7:35
96, Cyril GAUTIER, Europcar, at 7:39
97, Marcus BURGHARDT, BMC Racing, at 7:47
98, Daryl IMPEY, Orica-GreenEdge, at 7:48
99, Pierrick FEDRIGO, FDJ-BigMat, at 7:51
99, Stephen CUMMINGS, BMC Racing, at 7:51
101, Juan HORRACH RIPPOLL, Katusha, at 7:54
102, Jorge AZANZA SOTO, Euskaltel-Euskadi, at 7:57
102, Edvald BOASSON HAGEN, Sky, at 7:57
104, Pieter WEENING, Orica-GreenEdge, at 8:01
105, Marcel SIEBERG, Lotto-Belisol, at 8:02
105, Jurgen ROELANDTS, Lotto-Belisol, at 8:02
105, Jérôme PINEAU, Omega Pharma-Quick Step, at 8:02
108, Ruben PEREZ MORENO, Euskaltel-Euskadi, at 8:09
109, Pablo URTASUN PEREZ, Euskaltel-Euskadi, at 8:10
110, Cédric PINEAU, FDJ-BigMat, at 8:13
111, Rafael VALLS FERRI, Vacansoleil-DCM, at 8:24
112, Yohann GENE, Europcar, at 8:26
113, Jimmy ENGOULVENT, Saur-Sojasun, at 8:36
113, Alejandro VALVERDE BELMONTE, Movistar, at 8:36
115, Jan GHYSELINCK, Cofidis, at 8:40
116, Gorka IZAGUIRRE INSAUSTI, Euskaltel-Euskadi, at 8:46
117, Julien SIMON, Saur-Sojasun, at 8:48
118, Jelle VANENDERT, Lotto-Belisol, at 8:55
119, Anders LUND, Saxo Bank-Tinkoff Bank, at 8:56
120, Matthew Harley GOSS, Orica-GreenEdge, at 8:57
121, Philippe GILBERT, BMC Racing, at 8:58
121, Nicolas EDET, Cofidis, at 8:58
121, Martin VELITS, Omega Pharma-Quick Step, at 8:58
124, Biel KADRI, Ag2r La Mondiale, at 8:59
125, Roy CURVERS, Argos-Shimano, at 9:00
125, Simone STORTONI, Lampre-ISD, at 9:00
127, Juan José HAEDO, Saxo Bank-Tinkoff Bank, at 9:02
127, Romain ZINGLE, Cofidis, at 9:02
129, Federico CANUTI, Liquigas-Cannondale, at 9:03
130, André GREIPEL, Lotto-Belisol, at 9:04
131, Nick NUYENS, Saxo Bank-Tinkoff Bank, at 9:06
131, Sébastien HINAULT, Ag2r La Mondiale, at 9:06
131, Jonathan CANTWELL, Saxo Bank-Tinkoff Bank, at 9:06
134, Michael MORKOV, Saxo Bank-Tinkoff Bank, at 9:11
134, Mikael CHEREL, Ag2r La Mondiale, at 9:11
136, Luis Angel MATE MARDONES, Cofidis, at 9:14
137, Fabrice JEANDESBOZ, Saur-Sojasun, at 9:22
138, Stuart O’GRADY, Orica-GreenEdge, at 9:32
138, Jerome COPPEL, Saur-Sojasun, at 9:32
140, Thomas VOECKLER, Europcar, at 9:33
141, Levi LEIPHEIMER, Omega Pharma-Quick Step, at 9:41
142, Marco MARCATO, Vacansoleil-DCM, at 9:47
143, Baden COOKE, Orica-GreenEdge, at 9:55
144, Sebastian LANGEVELD, Orica-GreenEdge, at 9:59
145, Guillaume LEVARLET, Saur-Sojasun, at 10:00
146, Samuel DUMOULIN, Cofidis, at 10:14
147, Alessandro VANOTTI, Liquigas-Cannondale, at 10:18
148, Jean Marc MARINO, Saur-Sojasun, at 10:19
149, Sébastien MINARD, Ag2r La Mondiale, at 10:27
150, Marco MARZANO, Lampre-ISD, at 10:32
151, Tyler FARRAR, Garmin-Sharp, at 10:56
152, Arthur VICHOT, FDJ-BigMat, at 11:04
153, Karsten KROON, Saxo Bank-Tinkoff Bank, at 11:10
